ID,Gender,Age,Occupation,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
HNYZ9IOR,Male,58,Self_Employed,13,Yes,742722,No,0
FQK7UYLU,Female,29,Other,19,No,728269,No,0
ECOMBXZZ,Male,25,Salaried,13,No,708395,No,0
ARBEBAFA,Female,45,Self_Employed,21,Yes,509382,No,1
Q6H2SVNT,Male,55,Self_Employed,104,No,1530728,Yes,0
9YT3WBKF,Female,50,Self_Employed,20,No,676631,Yes,0
KJKJ9LPR,Female,65,Other,93,No,2084139,Yes,0
HG86RQBG,Female,42,Self_Employed,39,No,414633,Yes,0
4YGCRR4E,Female,45,Self_Employed,67,No,622501,No,0
MOI8QBNR,Male,29,Other,27,Yes,1994596,No,0
DQ2W7DGG,Male,55,Self_Employed,50,No,1372148,Yes,0
M7ZN9PZX,Male,30,Salaried,33,No,858173,Yes,0
88WNACTB,Female,30,Self_Employed,33,No,821309,No,0
CHNJNRRW,Male,27,Salaried,26,Yes,1061084,No,0
N4XAFXPZ,Male,61,Self_Employed,51,No,1101588,No,0
VWUHMKLY,Male,28,Salaried,26,No,579665,No,0
ND8QZJQF,Male,46,Self_Employed,104,Yes,685397,No,1
DCEQ8GCP,Female,30,Self_Employed,27,No,325802,No,0
HLLMFKTD,Male,27,Salaried,15,Yes,612880,No,0
IPF8OUCG,Male,32,Self_Employed,7,Yes,1034206,Yes,0
KMQUB6DK,Male,29,Other,31,No,780432,No,0
WKW3HKKR,Male,56,Self_Employed,25,No,708235,No,0
CBUY4BSB,Male,44,Other,43,Yes,4824698,Yes,1
GOJ79S3A,Male,62,Salaried,86,,1396961,No,1
XUZ8ZDTI,Female,27,Salaried,14,Yes,452120,No,0
JRAUADKD,Female,25,Salaried,15,No,1004543,No,0
CMQKCDNM,Male,45,Self_Employed,25,Yes,1186120,No,0
9BOZJXE7,Male,28,Salaried,13,No,459729,No,0
T9GOOMCG,Male,31,Salaried,13,No,403570,Yes,0
6HKYL5RT,Female,42,Self_Employed,68,Yes,296049,No,0
8UAVYNMV,Female,55,Self_Employed,75,No,423960,Yes,0
KCCCPP9Q,Male,29,Salaried,13,No,1166585,No,0
J5CS4TMR,Male,45,Self_Employed,20,No,1414405,Yes,0
OBVM5KYH,Female,29,Salaried,25,No,510548,No,0
YRRTSEVO,Female,38,Other,13,No,289695,Yes,0
8EY4R3W9,Female,45,Other,86,,684516,No,0
T5DAKCOW,Female,26,Self_Employed,20,No,531205,No,0
247NUUGH,Male,28,Self_Employed,21,No,446628,No,1
MXMJTDHH,Female,32,Salaried,14,No,482842,No,0
8LGCPTAK,Male,62,Other,55,,884668,No,1
4NXDMOOM,Male,47,Self_Employed,97,No,2222721,No,1
KDVQQS6A,Male,51,Self_Employed,91,,1085826,Yes,1
DFBDBQIH,Female,25,Salaried,15,No,2516492,No,0
3SA4DCE3,Male,47,Self_Employed,109,Yes,1538106,Yes,0
6PBBHDV5,Male,61,Self_Employed,14,Yes,557273,No,0
6AFVHPNY,Male,25,Salaried,21,Yes,774762,No,0
G3TEVWZ6,Male,51,Entrepreneur,19,,508804,No,0
FZOEIKCK,Male,32,Salaried,25,Yes,810603,Yes,0
L6RKVP5G,Male,58,Other,37,No,570650,No,0
RUDHERDB,Female,30,Salaried,14,No,429069,Yes,0
9BIC8NSD,Male,39,Salaried,31,No,277261,No,0
DCIRFKRG,Male,28,Salaried,25,No,598854,No,0
6PCDJBHE,Male,26,Self_Employed,26,No,696870,No,0
XFUDQUM9,Female,60,Other,26,Yes,1336780,No,1
TH39HUJR,Male,52,Self_Employed,39,Yes,948348,Yes,0
67PXZMRB,Female,49,Self_Employed,104,Yes,1332027,No,0
TZOAQWLS,Female,49,Salaried,91,,910977,No,1
KAVZJZPR,Female,28,Salaried,25,No,255750,No,0
SJMYSFSD,Female,68,Other,129,Yes,331115,Yes,1
JVNPFZXX,Female,29,Self_Employed,26,Yes,451666,No,0
JATU8NYG,Male,50,Other,91,Yes,1611273,Yes,1
6J8GSJUQ,Female,47,Self_Employed,56,No,521798,No,0
GMEJIXMB,Female,34,Self_Employed,37,No,447696,Yes,0
T6H7AMWO,Male,71,Other,93,No,1887307,No,1
BWX3XTRQ,Male,34,Salaried,25,No,849825,No,0
SAZU58VP,Female,30,Salaried,21,,3557125,Yes,1
3A38TUFC,Female,29,Self_Employed,25,No,5102681,Yes,0
JNC796P4,Male,38,Salaried,25,,840373,Yes,0
IPTDG5WF,Female,53,Self_Employed,8,No,553766,No,0
KOCVUZVN,Female,45,Self_Employed,67,Yes,1535330,No,0
T7LWTM5I,Male,34,Other,25,No,1367992,No,0
5AN4Z5J3,Male,59,Self_Employed,103,Yes,1282534,Yes,0
JTSRSCMQ,Male,36,Salaried,14,No,226015,No,0
SSLTMVKE,Female,42,Self_Employed,67,No,1441524,Yes,0
C6FBCEZU,Female,77,Other,75,No,894601,Yes,1
GG269JJJ,Female,72,Other,56,Yes,752993,Yes,1
Y2STXPHT,Female,34,Salaried,13,Yes,1143961,No,1
2ADXBGHI,Male,48,Self_Employed,13,,672217,Yes,1
TBHOXCFP,Male,30,Salaried,27,Yes,1164484,Yes,0
KMKFZQ2Z,Male,63,Other,73,,2410440,No,1
TTZ9CDV4,Female,31,Other,31,No,650127,Yes,0
KVIJMN5S,Male,30,Salaried,31,Yes,779079,No,0
CSZCFIMS,Female,27,Self_Employed,14,No,822324,Yes,0
C7UO8DOM,Female,27,Self_Employed,21,No,594617,Yes,0
5E8BXCW4,Male,40,Self_Employed,75,No,534578,Yes,0
LUBCTIDQ,Female,25,Other,19,No,466805,No,0
FA64MQWS,Male,37,Salaried,19,,719209,No,1
BKZMXZZT,Female,40,Self_Employed,92,No,1484760,Yes,0
MDQDQC5G,Male,29,Salaried,21,No,2285938,No,0
EY9JHUXP,Female,56,Self_Employed,26,Yes,1145794,No,0
3EHP4EUC,Male,62,Other,109,Yes,1170243,Yes,0
H2JFKTWU,Female,47,Entrepreneur,79,,1791881,Yes,1
6KEC2BXS,Male,62,Salaried,92,,605511,No,1
EWTJFUMQ,Male,56,Self_Employed,27,,1145047,No,1
LJPKN9PZ,Female,32,Salaried,20,No,1417333,No,0
CQCB4W6J,Female,57,Self_Employed,93,No,1132053,Yes,0
K8MJQXWE,Male,31,Salaried,25,No,839501,No,0
679S8MDB,Male,25,Salaried,21,Yes,770428,No,0
DQ4CUPET,Male,26,Other,21,No,3235390,No,0
DUCYMOXS,Female,30,Salaried,26,No,864937,No,0
HYPMVGTH,Female,32,Salaried,32,No,304700,Yes,1
95M9RFQ5,Female,27,Salaried,20,No,2743798,Yes,0
SRKQWIZO,Male,83,Other,73,Yes,2043546,No,1
U9PXZSSJ,Female,29,Other,14,No,449263,No,0
GRZV6ZUD,Male,44,Other,26,,723418,No,1
FOHZ9A8K,Male,24,Salaried,13,No,978332,No,0
UEZZHPAE,Male,67,Other,93,Yes,1986257,No,1
3GJZNHVP,Female,24,Salaried,13,No,421664,No,0
ARSGN3PM,Female,64,Other,79,No,1358335,No,0
BZNV7IZT,Female,49,Self_Employed,87,,1122717,No,1
YP5QRT4X,Female,69,Other,67,,1948334,No,0
KOUBWMJ6,Male,31,Other,14,No,789305,No,0
HA8ZSPMH,Female,53,Other,15,No,835959,Yes,0
MNFTJZ9C,Male,58,Self_Employed,91,No,549975,Yes,0
KJS9EYGQ,Male,53,Self_Employed,67,No,838540,Yes,0
3F8MMVSQ,Female,52,Self_Employed,33,No,260494,No,0
XIPZGBB4,Female,61,Self_Employed,81,No,1016041,Yes,0
NPCNAZXM,Male,41,Self_Employed,45,No,1682972,Yes,0
CMLHVOEY,Male,26,Salaried,15,No,1798574,Yes,0
7DQZVPEW,Male,60,Other,87,No,933859,Yes,1
PNSVCBW9,Female,58,Self_Employed,115,Yes,981598,Yes,0
EYZZJZXP,Female,72,Other,62,No,1335249,Yes,0
9MTKFAEV,Female,62,Other,73,,4022185,Yes,1
CRQCYUFX,Male,47,Self_Employed,97,Yes,579123,No,1
F2XCKYT6,Male,57,Self_Employed,55,No,757069,Yes,1
PEE9FRES,Female,25,Salaried,14,No,1236966,No,0
BKY9PUJ5,Male,61,Salaried,63,Yes,1215214,Yes,1
LKSTSHEB,Male,60,Self_Employed,111,Yes,367018,Yes,1
RANHLTOI,Male,39,Other,56,No,2594421,Yes,0
FE7RQMSJ,Male,53,Other,103,Yes,422865,No,0
MTVW8ZDA,Female,36,Other,62,Yes,2789589,No,0
BOR53RIP,Female,31,Other,20,No,485592,No,0
MPGQAXSW,Female,34,Self_Employed,13,Yes,2544189,No,0
KBCLGSOQ,Female,50,Self_Employed,15,No,1442298,Yes,0
DT2SV8C6,Female,46,Self_Employed,21,Yes,462319,No,0
CAHUZPIQ,Male,47,Self_Employed,44,No,256613,Yes,0
IOEJXQ5C,Male,27,Salaried,25,No,1405238,Yes,0
5TY3DETK,Female,48,Self_Employed,51,No,379469,Yes,0
BVQ7M4NR,Male,49,Self_Employed,49,No,1210586,No,0
EG3BHENN,Male,56,Other,98,,1966063,No,1
P6EY3TFU,Male,65,Other,127,Yes,2467329,Yes,0
GUYK2EKM,Female,27,Other,20,No,959544,Yes,0
CQ29PWJ4,Male,59,Salaried,110,,1041807,No,1
S4AXXJQF,Female,84,Other,33,,392650,Yes,1
IQCGHV28,Female,30,Salaried,26,No,1071408,No,0
EDTNF23P,Female,53,Self_Employed,117,Yes,605084,No,0
GF5MZ2RD,Male,26,Salaried,20,No,644956,No,0
YSAWZQOY,Female,70,Other,80,,358055,Yes,1
WHVHBWU3,Female,28,Salaried,33,No,627120,Yes,0
LRGS7W3M,Male,28,Other,14,No,663842,No,1
XEKBEGSJ,Female,51,Self_Employed,62,No,577814,No,0
SVNEW5YI,Female,29,Salaried,19,No,1987174,Yes,1
AHTSRDZ9,Male,57,Self_Employed,86,Yes,442178,No,1
LCLNQMKW,Female,38,Other,13,Yes,679942,No,1
36GZI7MG,Male,79,Other,13,Yes,719974,No,1
USFDKQ8G,Male,25,Salaried,13,No,808102,Yes,0
DA34X3LX,Female,43,Self_Employed,31,No,270951,Yes,0
UUUJ8DM6,Male,77,Other,49,No,186846,No,0
MTISFMYG,Female,54,Self_Employed,87,No,2428614,No,0
N9KBUCJU,Female,48,Self_Employed,57,No,949870,Yes,0
AGGQMBV6,Female,29,Other,27,No,794574,No,0
MXYDZHYU,Female,30,Salaried,31,No,779826,No,0
YPRDFV4R,Male,52,Self_Employed,93,Yes,870909,No,0
HVLYH2P2,Female,37,Salaried,14,No,404727,Yes,0
WNMNXDEB,Male,51,Self_Employed,87,,561865,Yes,1
PTKGBUD5,Male,59,Other,121,Yes,1046853,No,0
6AHGT7A5,Male,44,Self_Employed,68,No,714767,Yes,0
NR3AB5Y3,Male,44,Self_Employed,13,No,2933778,Yes,0
GLCF9EGG,Female,73,Other,56,Yes,1422487,No,0
NHSAFVWM,Male,39,Self_Employed,61,Yes,733894,No,0
Y23ISRXD,Male,38,Self_Employed,74,No,953670,No,0
4PCXQKHM,Female,44,Other,91,Yes,576381,No,0
FZ2FZMJN,Male,36,Salaried,26,Yes,747430,No,1
J6RJCXCM,Male,59,Salaried,128,,1158441,Yes,1
CY6YWSYJ,Female,29,Salaried,19,No,391875,No,0
KHUT3TD6,Female,30,Salaried,27,No,2188296,No,0
LBXED5NJ,Female,27,Salaried,26,No,254379,No,0
R6YZH2AL,Female,25,Other,19,No,1944783,No,0
TGQWXRPY,Female,53,Self_Employed,99,Yes,707078,No,0
8HXT2MBF,Male,30,Other,21,No,3016690,Yes,0
HMNWMGWE,Male,53,Self_Employed,93,No,752210,No,0
QZIIWSJM,Female,81,Other,122,No,1362100,No,0
BQPG9SRF,Male,44,Self_Employed,80,No,316056,No,0
D2N22HBQ,Female,34,Salaried,26,No,364926,No,0
7DSSQDMH,Male,29,Salaried,31,No,1211530,No,0
VKHJGRU7,Male,72,Other,116,Yes,1489593,Yes,1
KXKKWMWZ,Male,29,Salaried,15,No,1294282,No,0
5SEDXCNJ,Male,28,Salaried,26,No,1126829,No,0
RKVUSQDA,Male,53,Other,109,No,384444,No,1
DJZN2WN2,Male,48,Self_Employed,104,,2377296,Yes,1
XNVQKKD2,Male,46,Self_Employed,21,Yes,592392,No,1
LAJNLKNS,Female,47,Other,68,No,1872809,No,0
BUASQVMD,Female,29,Salaried,25,No,611821,Yes,0
FTWXFZDW,Male,55,Self_Employed,110,Yes,1570405,Yes,1
AAWEH2YJ,Female,29,Other,26,Yes,407842,No,0
EVA4FZZK,Female,27,Salaried,25,No,1142671,No,0
USCXMHH6,Male,27,Salaried,20,No,1388578,No,0
HJWOT6MW,Male,61,Self_Employed,85,,1271427,No,0
IKEJMRJ2,Female,74,Other,61,No,646914,No,0
7ZJXNNBF,Female,36,Salaried,20,No,452253,Yes,1
FHKQEZHK,Male,41,Self_Employed,63,No,1955187,Yes,0
YRGWHWV7,Male,53,Other,116,,1027042,Yes,1
8U3KKMGJ,Female,57,Self_Employed,91,,1280914,No,1
KJFYEB87,Male,30,Salaried,19,No,717188,Yes,0
55A9KZHI,Male,45,Self_Employed,14,Yes,733671,Yes,1
J5V66GLJ,Female,31,Salaried,15,No,670695,No,0
TCRL3YVS,Female,28,Salaried,25,No,2319429,Yes,0
END9TVNJ,Female,38,Self_Employed,33,No,1269131,No,0
LEE9PJ2G,Male,27,Salaried,15,No,656926,No,0
98QDZBC5,Female,57,Salaried,103,,732737,Yes,1
LDMG9XI3,Male,64,Other,122,No,463779,Yes,0
CQQZMCJQ,Female,28,Salaried,14,No,810095,No,0
BMHD6WHT,Male,25,Salaried,21,No,2071466,Yes,1
FDBMVEB2,Female,30,Other,15,No,1211690,Yes,0
ONYIKE9T,Female,37,Salaried,14,No,971479,Yes,0
5STLHDPD,Male,56,Other,86,No,1168828,Yes,0
HBZAMFEF,Female,27,Salaried,25,No,348737,No,0
F8IR5CZG,Female,27,Other,14,No,669484,No,0
WCZAK7WK,Male,41,Other,74,No,3020241,No,0
E54EPMT6,Female,51,Self_Employed,19,No,1191140,No,0
YHDYWYXS,Male,52,Self_Employed,67,No,560032,No,0
KWXZRAXB,Male,45,Self_Employed,13,No,772155,Yes,0
O2TBY3WM,Male,30,Other,19,No,504772,No,0
PEVERD9C,Female,58,Self_Employed,31,No,961885,Yes,1
HKYVQTBG,Male,33,Other,13,No,237968,No,0
74ESMGFZ,Female,30,Self_Employed,19,No,657994,Yes,0
ABJFI7BY,Female,26,Other,19,No,982043,No,0
52JQZSEV,Male,44,Self_Employed,56,No,1954395,No,0
L2S5GVWL,Male,59,Self_Employed,105,Yes,1990609,No,1
YOXXYB9E,Female,47,Self_Employed,87,Yes,670730,Yes,1
ZYKKPS7H,Male,29,Salaried,31,No,1176811,No,1
FHHBDOH5,Female,30,Other,27,No,802815,No,0
LF7GYPQK,Male,27,Salaried,15,No,592392,No,0
BPZJO25Z,Male,37,Salaried,31,Yes,254700,No,0
DEPRZ28V,Male,28,Salaried,13,No,1443072,No,0
TFYWTMLT,Female,52,Self_Employed,128,No,496842,No,0
XGQO7ZJV,Male,53,Self_Employed,87,,928492,Yes,1
4VYXHKTC,Female,31,Salaried,25,No,757149,No,0
ASJYUQHP,Female,51,Self_Employed,57,No,1005619,Yes,0
RCG3SYHP,Male,47,Self_Employed,75,Yes,809757,Yes,0
8KM4U5C3,Female,42,Self_Employed,55,,1249204,Yes,1
S7B5PLM8,Male,63,Salaried,62,Yes,1063327,Yes,1
2T9CIKK9,Female,32,Salaried,44,Yes,2758973,No,0
IVURJAM9,Male,27,Salaried,20,No,582068,No,1
2CWIBZWY,Male,35,Salaried,14,,656419,No,1
MCAPXAZB,Male,55,Self_Employed,69,No,3861407,Yes,0
KTXNB44T,Female,72,Other,128,Yes,1145243,No,1
8PFECIUO,Male,31,Salaried,21,Yes,531632,Yes,0
GPBSOHWQ,Male,29,Other,31,No,637827,No,0
XDLPP95D,Female,66,Other,121,Yes,1539602,Yes,0
PKT33VUP,Female,53,Self_Employed,51,No,503054,No,0
4N6WKQXH,Female,45,Self_Employed,68,Yes,1796162,Yes,1
GCVEAQFF,Male,50,Self_Employed,123,,1842896,Yes,1
KYDAQ5E3,Male,49,Self_Employed,27,,810683,No,1
2BZQICWL,Male,55,Self_Employed,98,Yes,1402355,Yes,0
W7V5NN5K,Female,41,Self_Employed,33,No,554114,No,0
6PMFQTTK,Male,27,Salaried,13,No,896594,No,0
LQZTCCZN,Female,47,Self_Employed,62,No,1259207,Yes,0
4RK6QXQD,Male,37,Self_Employed,69,No,1624890,Yes,0
JXJWYURJ,Female,50,Entrepreneur,19,Yes,1996839,No,0
KKFEEDP6,Male,29,Salaried,13,Yes,1201989,No,0
9VMRVCIB,Male,53,Other,93,No,542935,No,0
3PVVPGDS,Female,57,Self_Employed,63,No,864172,Yes,0
XN2BSDQK,Female,28,Other,27,Yes,811466,No,0
P64LECBL,Female,25,Self_Employed,14,No,598329,No,0
CQENBQZZ,Male,55,Self_Employed,75,No,1539700,Yes,1
2WGCLUBQ,Male,44,Self_Employed,37,No,204619,Yes,0
DVBV9H2K,Male,29,Other,25,Yes,1560410,No,0
DK7GWQGY,Male,28,Self_Employed,13,No,499904,No,0
6JNDYW64,Female,44,Other,13,,1060621,No,1
RVTOL6TP,Male,34,Self_Employed,15,Yes,1701083,Yes,0
LQ3FZU9T,Male,55,Other,63,Yes,1779412,No,0
DYNLHVJQ,Male,70,Other,99,,1478895,Yes,1
AY5MCYBD,Male,28,Salaried,21,No,796469,No,0
J3DN8KVR,Female,28,Other,32,No,1741774,No,0
CUNCDG2T,Male,43,Self_Employed,13,No,254718,No,0
DWZKHUVG,Male,52,Self_Employed,20,No,462835,No,0
C3S3AJVC,Female,34,Self_Employed,67,No,1877188,Yes,0
A7J6GMDX,Male,53,Self_Employed,19,Yes,323897,No,0
CDGHWTVQ,Male,51,Other,74,,2527466,No,1
EQCKEQQU,Female,45,Self_Employed,79,No,423809,Yes,0
MQYZGG5L,Female,56,Self_Employed,103,No,381907,No,0
GF6DHX2E,Male,26,Salaried,13,No,317463,No,0
ZHWS5WH7,Female,28,Salaried,14,Yes,773285,No,0
E2AFCFMC,Female,31,Other,32,No,998232,No,0
J3PZHBXK,Female,72,Other,99,No,782870,No,0
MNNZN2KT,Male,28,Salaried,20,Yes,1274177,No,0
MDHMMZBE,Male,54,Other,25,Yes,918782,No,0
GCVIGTAQ,Female,56,Self_Employed,44,No,5538274,No,0
4PTFYDRW,Female,55,Self_Employed,87,Yes,444003,Yes,1
S5NYUG3G,Male,68,Other,44,No,771007,Yes,0
BHYNH9JL,Female,33,Salaried,31,No,1201535,No,0
8YDBUSAC,Male,27,Other,13,No,938300,No,0
KMZMD9U8,Female,48,Self_Employed,61,Yes,808235,No,0
QQMR7XAL,Female,30,Salaried,15,No,834695,No,0
J6OWR2BG,Male,32,Self_Employed,31,No,700305,No,0
82WEWLOL,Female,69,Other,57,No,688326,Yes,0
LUYHIFT8,Female,32,Salaried,19,No,239837,No,0
BBBVSZQ9,Male,47,Self_Employed,128,No,473088,Yes,0
RAWDXYD6,Male,36,Self_Employed,21,Yes,566289,Yes,1
ELJNYZDG,Male,35,Self_Employed,33,No,823383,No,0
GSPVEJJM,Female,25,Salaried,21,No,962561,No,0
PBMGQKUH,Female,83,Other,115,Yes,2856214,No,1
NV3WLD8V,Female,25,Salaried,14,Yes,562702,No,0
LCPG6BHJ,Female,27,Salaried,19,Yes,1197156,No,0
VY7ZGVZR,Female,29,Salaried,21,No,173122,No,0
JB3EWHRQ,Male,40,Self_Employed,31,Yes,605431,No,0
HOKTRHCV,Female,45,Self_Employed,99,No,1908587,No,0
9XVXDJ2I,Male,25,Salaried,15,No,321156,No,0
UX7XKADN,Male,50,Self_Employed,44,No,2932220,No,0
A8KWK2UC,Female,31,Salaried,13,No,1198393,No,0
MTM2OSVU,Female,71,Other,15,No,1235133,Yes,0
2NHBWBAS,Male,56,Self_Employed,97,Yes,1403049,Yes,1
UBWBKTL3,Female,54,Self_Employed,97,,218219,Yes,1
D6HR6RUR,Male,55,Self_Employed,44,Yes,1050280,Yes,0
M3WTYEC4,Female,30,Salaried,33,No,5913320,No,0
IBSC3KZB,Male,52,Self_Employed,39,Yes,603046,No,0
MZJHRH2E,Male,28,Other,27,Yes,3467208,No,0
KXFDHGFP,Female,77,Other,31,No,903545,Yes,0
XRK4PM7V,Male,48,Self_Employed,33,No,2055161,Yes,0
GYZYNCP7,Male,53,Other,25,No,156088,Yes,0
OFVZRZE5,Male,45,Self_Employed,33,No,640942,Yes,0
4GQGU6LD,Female,31,Salaried,15,No,409239,No,0
MQ7EDNHS,Male,48,Self_Employed,91,,1172165,Yes,1
4PVAXDYO,Male,73,Other,62,No,809597,No,0
TROQEMCU,Male,25,Salaried,15,Yes,717251,No,0
SHGXGIBP,Female,49,Self_Employed,27,No,1595387,Yes,0
JEJEFXMM,Male,32,Other,27,No,557451,No,0
BVBSBGJX,Female,53,Self_Employed,49,No,1183441,Yes,1
GENC3DUQ,Male,77,Other,69,No,1305897,Yes,0
F6AFRHGS,Female,31,Salaried,25,No,440968,No,0
XJQTTN5Y,Male,42,Self_Employed,39,No,1169219,Yes,0
QAZYTKOV,Female,37,Salaried,14,,796959,No,1
CDZYYODN,Female,53,Self_Employed,85,,738993,Yes,1
MHXQYURP,Male,54,Self_Employed,67,No,463707,Yes,0
JPLWH4VD,Male,79,Other,98,Yes,3437108,Yes,0
M5Z3TAZI,Female,38,Self_Employed,13,No,897654,Yes,0
8ZVVV5ZG,Female,31,Salaried,25,No,507068,No,0
RDTFJCXQ,Female,32,Salaried,33,No,801427,No,0
KRBTYUBI,Female,27,Salaried,13,No,1908489,No,0
YSGGQFE4,Male,53,Self_Employed,61,No,1638846,No,0
GNVRXRBR,Male,29,Salaried,21,No,586714,No,0
LJ7DAPTT,Male,45,Self_Employed,49,No,1847693,No,0
KCQAHH78,Male,52,Self_Employed,68,Yes,821025,Yes,0
AVNEHKWM,Female,28,Other,32,No,1907323,No,0
F9F7QJIZ,Female,29,Salaried,32,,753233,No,1
LSV7LHZC,Female,81,Other,81,No,823080,Yes,0
6NIRO3EY,Female,35,Other,19,No,1535089,Yes,0
BJHINBZ2,Female,26,Other,19,No,699540,No,1
BMVEYUDS,Male,55,Self_Employed,99,Yes,2826666,Yes,1
2Q54WOYC,Male,32,Self_Employed,27,No,1097601,No,0
NMQJU2KS,Male,48,Self_Employed,38,No,920402,No,0
UTHZNBZU,Male,84,Other,68,,624014,Yes,0
BXSKDRTZ,Male,59,Other,75,,3329961,Yes,1
BHWTSUTA,Female,28,Salaried,33,No,580547,No,0
5KZ6DVKV,Male,26,Self_Employed,20,No,423488,No,0
GUKVHN6E,Male,45,Self_Employed,13,No,2133605,Yes,1
7UAGWDM3,Male,50,Self_Employed,39,Yes,418700,No,0
V9GZJ385,Female,69,Other,68,Yes,1903460,Yes,0
NUO42W2M,Female,49,Other,74,Yes,1535169,Yes,1
HQAV6QF7,Female,29,Other,25,No,450971,No,0
NSVCJ4TR,Female,24,Salaried,19,No,890462,No,0
BG5EUXQG,Female,28,Self_Employed,20,Yes,823962,No,0
U7CJXNMU,Male,45,Self_Employed,56,No,1265651,Yes,0
AKGKYZBS,Male,37,Salaried,62,Yes,774575,No,0
RREOKGY3,Male,26,Salaried,26,No,540612,No,0
YRVRBYQN,Male,35,Salaried,31,No,324191,No,0
AZXHYSOF,Male,32,Self_Employed,21,,1287037,Yes,1
DIP3M53F,Male,27,Other,15,No,2265931,No,0
XSVNN7NP,Male,33,Salaried,21,No,653197,No,0
GXW2T87V,Male,43,Self_Employed,98,,745232,Yes,1
FJA6VTJN,Male,61,Self_Employed,73,Yes,850537,Yes,0
DIE9Q6PB,Male,27,Salaried,19,No,1536051,No,0
J8Q244GJ,Male,60,Self_Employed,20,No,3478734,Yes,0
LFMYUKWZ,Male,62,Other,55,Yes,8348854,No,1
MRBFZJGU,Female,46,Self_Employed,32,No,790649,Yes,0
986HUWTZ,Male,59,Self_Employed,109,Yes,1098153,Yes,1
ITSDXW8G,Female,53,Self_Employed,51,Yes,912712,No,0
F5XJGQAJ,Female,55,Self_Employed,9,Yes,1126028,No,0
VPMYSJBY,Female,27,Other,26,No,1377533,No,0
GNSKIESF,Female,34,Other,19,No,1356146,Yes,0
3V3LOQWV,Male,29,Salaried,26,No,484231,No,0
S53YHSGV,Female,52,Self_Employed,99,Yes,2177447,No,1
7ETTRV5X,Female,44,Self_Employed,86,Yes,847644,No,1
DRDW9JLC,Female,39,Self_Employed,32,Yes,700625,No,0
ZIJY8B6V,Male,42,Self_Employed,56,No,2666689,No,1
KIG6IF9Z,Female,24,Salaried,14,No,1230789,Yes,0
6QHRESTR,Female,30,Salaried,21,No,2901088,No,0
6J8E7FG2,Male,55,Self_Employed,121,No,1097192,Yes,0
VYRKZ4UH,Male,34,Salaried,26,No,942812,Yes,0
MQQRAVYZ,Female,25,Salaried,15,No,430190,No,0
GMVAHTL7,Male,29,Salaried,21,Yes,513948,No,0
HZQR7ZXB,Female,31,Salaried,19,No,893034,No,0
QAFW3AW8,Female,47,Entrepreneur,105,Yes,1320724,No,1
QJTVHQ8T,Female,51,Self_Employed,87,,336784,Yes,1
5QYCP6NG,Male,41,Self_Employed,56,No,544973,Yes,0
C2ZTXCKD,Male,39,Self_Employed,32,No,1196088,No,0
MSD4UPFU,Female,57,Self_Employed,32,No,925217,No,0
JWCTFSUZ,Male,50,Other,14,Yes,863282,No,0
8LETMJRA,Female,59,Self_Employed,37,No,223247,Yes,0
8XNJRWHM,Male,80,Other,85,No,1018409,Yes,0
CSUHGEZZ,Male,28,Salaried,20,No,516253,No,0
NTNFBE3Z,Male,67,Other,45,No,1246106,Yes,0
5UIR2AQA,Female,46,Self_Employed,56,Yes,1436255,No,1
8NEVPH3E,Female,41,Self_Employed,37,No,470934,Yes,0
GY8X5QBO,Female,26,Salaried,13,No,806464,No,0
CVYLVBJ9,Male,31,Self_Employed,21,Yes,903305,Yes,0
5EEY8ZUB,Female,38,Self_Employed,13,No,1812440,Yes,0
6DKDMAVG,Male,38,Self_Employed,13,No,1257507,Yes,0
D8NAIR9N,Female,42,Self_Employed,51,No,529363,No,1
89FZUTQX,Male,33,Salaried,13,No,846826,No,1
GX9UUZFS,Male,27,Salaried,26,Yes,960924,No,0
Y35ZU8RG,Female,35,Other,31,No,584311,No,0
F8KN3UWF,Female,38,Self_Employed,27,No,1266585,Yes,1
4357ZCYH,Male,29,Other,15,No,478223,No,0
U82XEAT9,Male,32,Salaried,21,No,1032168,No,0
2YBNRIKX,Male,39,Self_Employed,27,No,612676,No,0
M9ZWWQ7K,Male,33,Self_Employed,21,No,524521,No,0
TIMSTZG2,Female,29,Other,32,No,1456921,No,0
J4SV4EAK,Male,29,Salaried,32,Yes,1618580,No,0
G2MZ344P,Female,44,Self_Employed,73,,1099523,Yes,1
YJDLZ9UG,Male,67,Other,91,Yes,5338059,Yes,1
MZC7TMHN,Female,30,Salaried,27,Yes,1377942,No,0
TE3IFQAF,Male,43,Self_Employed,21,No,954266,No,0
W6Z8K5OV,Female,43,Self_Employed,13,No,2119446,Yes,0
U6BGRZC7,Female,39,Self_Employed,27,Yes,880245,No,0
MQ6MBNBN,Female,61,Self_Employed,56,No,1054320,Yes,0
PPENYWE4,Male,44,Self_Employed,44,Yes,650394,No,1
ONWBL4HK,Male,54,Self_Employed,14,No,416146,Yes,0
MPFAEG6E,Male,33,Salaried,21,,755440,Yes,1
EKGY7EYN,Male,57,Self_Employed,116,Yes,1104712,No,0
JCU2FMIB,Male,46,Self_Employed,67,,686670,Yes,1
GDT2JSDA,Male,26,Salaried,14,No,1203787,No,0
Q4JUU7OV,Female,47,Self_Employed,37,No,564749,Yes,0
